"id","planet","lefty","major","age","hs.gpa","income","gpa"
6860,"Jupiter",FALSE,"Retail Management",20,4,197694.048297883,3.776
6861,"Venus",FALSE,"Motorcycle & Outdoor Pow Equip",30,4,NA,4
6862,"Saturn",FALSE,"Dental Hygiene",22,3.148,NA,3.331
6863,"Jupiter",TRUE,"Music Recording Technology",27,2.824,NA,2.467
6864,"Venus",TRUE,"Visual Arts Illustration Spec",19,1.12,NA,2.017
6865,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.801
6866,"Jupiter",FALSE,"Social Work",24,4,NA,3.859
6867,"Jupiter",TRUE,"Fitness Technician",20,4,NA,3.363
6868,"Earth",FALSE,"Atmospheric Sciences",24,3.405,5934.41838264977,2.462
6869,"Venus",FALSE,"International Studies",19,0,58.052967161761,0
6870,"Jupiter",TRUE,"Fitness Technician",31,4,NA,3.802
6871,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.987
6872,"Jupiter",FALSE,"Atmospheric Sciences",19,2.79,85534.2432876789,2.671
6873,"Uranus",TRUE,"Atmospheric Sciences",26,4,20882.1096505274,3.167
6874,"Jupiter",FALSE,"Surgical Technician",42,4,NA,3.927
6875,"Earth",FALSE,"Engineering/Electrical",26,4,NA,4
6876,"Jupiter",TRUE,"Visual Arts Illustration Spec",21,4,NA,4
6877,"Jupiter",FALSE,"Music Recording Technology",21,3.437,NA,2.932
6878,"Jupiter",TRUE,"Music Recording Technology",19,4,NA,4
6879,"Jupiter",FALSE,"Theatre Arts",19,3.646,256487.247179621,3.648
6880,"Jupiter",TRUE,"Dental Hygiene",18,4,NA,4
6881,"Jupiter",FALSE,"International Studies",19,0,29.7379034412087,0.295
6882,"Jupiter",FALSE,"Advanced Manufacturing",19,3.948,NA,3.597
6883,"Mercury",TRUE,"International Studies",26,2.912,NA,2.905
6884,"Neptune",FALSE,"Family and Human Studies",20,2.225,NA,2.243
6885,"Venus",FALSE,"International Studies",19,0,6.01579961427794,0
6886,"Jupiter",FALSE,"International Studies",19,3.213,NA,2.47
6887,"Neptune",FALSE,"Transition to Teaching/ARL",42,4,NA,3.993
6888,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.949
6889,"Saturn",FALSE,"Visual Arts Illustration Spec",18,4,NA,3.401
6890,"Saturn",TRUE,"Music Recording Technology",18,1.528,NA,1.246
6891,"Neptune",FALSE,"Atmospheric Sciences",18,4,NA,3.878
6892,"Venus",TRUE,"Visual Arts Illustration Spec",20,4,NA,4
6893,"Neptune",TRUE,"Music Recording Technology",18,3.804,NA,3.415
6894,"Saturn",TRUE,"Music Recording Technology",18,2.009,NA,2.008
6895,"Venus",TRUE,"Music Recording Technology",19,0.88,655.328488540113,1.864
6896,"Venus",TRUE,"Visual Arts Illustration Spec",23,3.995,NA,3.455
6897,"Jupiter",FALSE,"International Studies",20,4,31017.7871794309,3.251
6898,"Jupiter",FALSE,"International Studies",22,4,NA,3.776
6899,"Jupiter",TRUE,"Theatre Arts",23,3.792,NA,3.954
6900,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.689
6901,"Jupiter",TRUE,"International Studies",21,3.958,NA,3.016
6902,"Neptune",FALSE,"Atmospheric Sciences",35,4,NA,3.69
6903,"Saturn",TRUE,"Pre-Medical Health Sciences",23,3.875,14501.4308247379,3.125
6904,"Jupiter",FALSE,"International Studies",19,0,NA,1.194
6905,"Jupiter",FALSE,"General Engineering",18,4,NA,3.918
6906,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.58
6907,"Jupiter",TRUE,"Atmospheric Sciences",30,1.411,NA,2.404
6908,"Mercury",FALSE,"Comm Health & Leadership",19,2.312,NA,2.096
6909,"Saturn",TRUE,"Surveying Technology",18,4,NA,3.969
6910,"Jupiter",FALSE,"Web Graphic Design",18,4,NA,3.969
6911,"Jupiter",FALSE,"General Engineering",18,2.34,NA,2.35
6912,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.856
6913,"Saturn",FALSE,"Visual Arts Illustration Spec",20,4,151397.490527628,3.537
6914,"Neptune",TRUE,"Music Recording Technology",18,3.443,483.194556821458,2.403
6915,"Saturn",FALSE,"Atmospheric Sciences",19,3.837,NA,2.612
6916,"Jupiter",FALSE,"Radiologic Technology",21,1.33,679.488673406363,1.66
6917,"Saturn",FALSE,"Visual Arts Illustration Spec",20,0.976,NA,1.483
6918,"Jupiter",FALSE,"General Studies - Undecided",21,4,NA,3.012
6919,"Venus",TRUE,"Advanced Manufacturing",18,2.761,NA,3.102
6920,"Neptune",FALSE,"International Studies",18,3.178,NA,2.796
6921,"Jupiter",FALSE,"Visual Arts Illustration Spec",31,4,NA,3.999
6922,"Saturn",TRUE,"International Studies",22,1.973,4828.18768089772,2.213
6923,"Uranus",FALSE,"Advanced Manufacturing",21,3.719,NA,3.156
6924,"Saturn",FALSE,"Exercise Sci/Kinesiology",20,4,NA,2.505
6925,"Jupiter",FALSE,"Music Recording Technology",20,0,8.49909676728065,0
6926,"Saturn",FALSE,"Music Recording Technology",19,4,NA,3.671
6927,"Venus",FALSE,"Atmospheric Sciences",23,3.383,NA,2.415
6928,"Saturn",TRUE,"Engineering/Electrical",19,3.403,NA,2.65
6929,"Saturn",FALSE,"International Studies",19,4,NA,2.793
6930,"Saturn",FALSE,"Music Recording Technology",18,4,NA,3.644
6931,"Jupiter",FALSE,"Advanced Manufacturing",18,0,NA,1.146
6932,"Saturn",TRUE,"Theatre Arts",22,4,NA,3.672
6933,"Saturn",FALSE,"Engineering/Computer",20,4,NA,3.629
6934,"Jupiter",FALSE,"Electronics Engineering Tech",51,0,9.49516714515845,0.039
6935,"Neptune",TRUE,"Visual Arts Illustration Spec",19,3.63,3619.47776191901,2.714
6936,"Jupiter",FALSE,"Energy Management",20,3.914,135029.353695729,3.477
6937,"Jupiter",FALSE,"Music Recording Technology",42,3.643,NA,4
6938,"Venus",TRUE,"Atmospheric Sciences",23,4,90185.996152614,3.155
6939,"Jupiter",FALSE,"Dental Hygiene",22,3.88,NA,3.436
6940,"Saturn",FALSE,"Music Recording Technology",19,0,NA,0.981
6941,"Saturn",FALSE,"Visual Arts Illustration Spec",19,4,NA,3.931
6942,"Neptune",TRUE,"Atmospheric Sciences",19,2.308,16048.6691378187,2.915
6943,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.737
6944,"Saturn",TRUE,"American Sign Language",52,3.347,NA,3.338
6945,"Jupiter",FALSE,"Engineering/Electrical",18,4,NA,3.438
6946,"Jupiter",FALSE,"Advanced Manufacturing",18,4,NA,3.965
6947,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.96
6948,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.995
6949,"Jupiter",TRUE,"Respiratory Therapy",33,4,NA,3.577
6950,"Jupiter",TRUE,"Energy Management",19,4,NA,4
6951,"Jupiter",FALSE,"Visual Arts Illustration Spec",20,4,9606.804411541,2.964
6952,"Jupiter",FALSE,"Visual Arts Illustration Spec",20,3.682,NA,3.345
6953,"Jupiter",TRUE,"Dental Hygiene",37,4,30227.0229773055,3.369
6954,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.95
6955,"Earth",TRUE,"International Studies",19,4,NA,3.294
6956,"Venus",TRUE,"Sociology",20,0,25.2195899116145,1.058
6957,"Saturn",TRUE,"International Studies",17,4,NA,3.97
6958,"Saturn",TRUE,"International Studies",22,3.017,6850.49122807324,2.333
6959,"Jupiter",FALSE,"Sociology",20,4,NA,3.931
6960,"Jupiter",FALSE,"Web Graphic Design",21,0,220.006214713639,0.574
6961,"Jupiter",FALSE,"Respiratory Therapy",22,4,NA,3.52
6962,"Jupiter",FALSE,"Music Recording Technology",37,4,NA,4
6963,"Jupiter",FALSE,"Engineering/Mechanical",19,2.319,NA,1.722
6964,"Jupiter",TRUE,"Energy Management",18,0,8.96127445537057,0.069
6965,"Jupiter",FALSE,"Marketing Management",18,4,NA,4
6966,"Saturn",TRUE,"Social Work",18,0,8.31053353935093,0.002
6967,"Jupiter",FALSE,"Music Recording Technology",18,4,670424.121973242,3.901
6968,"Jupiter",FALSE,"Visual Arts Illustration Spec",21,4,NA,3.432
6969,"Jupiter",FALSE,"Web Graphic Design",19,0,12.6003920144253,0.013
6970,"Jupiter",FALSE,"International Studies",19,3.489,NA,3.298
6971,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.889
6972,"Jupiter",TRUE,"General Studies - Undecided",19,4,NA,4
6973,"Jupiter",TRUE,"Communication Studies",18,4,NA,3.91
6974,"Venus",TRUE,"Visual Arts Illustration Spec",20,1.197,NA,1.408
6975,"Jupiter",FALSE,"Music Recording Technology",17,2.425,NA,2.944
6976,"Jupiter",FALSE,"Business Administration",18,4,NA,3.465
6977,"Jupiter",FALSE,"Visual Arts Illustration Spec",26,4,NA,3.598
6978,"Jupiter",FALSE,"Visual Arts Illustration Spec",23,4,456978.178460458,4
6979,"Saturn",FALSE,"International Studies",18,0,22.3060971739662,0.484
6980,"Jupiter",TRUE,"International Studies",19,0,NA,0.975
6981,"Saturn",TRUE,"International Studies",19,0.438,NA,1.979
6982,"Jupiter",FALSE,"Music Recording Technology",17,3.051,NA,3.383
6983,"Saturn",TRUE,"Radiologic Technology",21,4,NA,3.966
6984,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.727
6985,"Saturn",TRUE,"Social Work",19,4,86353.3161884859,3.656
6986,"Venus",TRUE,"Visual Arts Illustration Spec",19,1.097,2244.56182658251,1.802
6987,"Saturn",TRUE,"Theatre Arts",19,4,NA,3.911
6988,"Saturn",FALSE,"Visual Arts Illustration Spec",18,0,NA,0.895
6989,"Saturn",TRUE,"International Studies",19,4,28980.6582722054,2.986
6990,"Neptune",TRUE,"Music Recording Technology",19,3.659,18851.4550341119,2.823
6991,"Jupiter",FALSE,"Advanced Manufacturing",19,0,7.82722719266709,0
6992,"Uranus",TRUE,"Atmospheric Sciences",19,4,NA,3.74
6993,"Jupiter",TRUE,"Engineering/Electrical",19,3.886,NA,3.992
6994,"Jupiter",FALSE,"Electrical, Independent - Appr",33,4,NA,3.863
6995,"Saturn",TRUE,"Fitness Technician",18,2.712,NA,3.168
6996,"Saturn",FALSE,"Visual Arts Illustration Spec",19,4,NA,3.73
6997,"Neptune",FALSE,"Music Recording Technology",18,4,NA,3.677
6998,"Saturn",TRUE,"Music Recording Technology",18,1.612,NA,2.039
6999,"Saturn",TRUE,"International Studies",26,0.729,31.823244205751,0.342
7000,"Earth",FALSE,"Music Recording Technology",17,4,NA,4
7001,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.853
7002,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,3.853
7003,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.966
7004,"Jupiter",TRUE,"Technical Apparel Design",30,4,NA,3.633
7005,"Jupiter",FALSE,"English Studies",18,0,45.3182779892775,0.393
7006,"Saturn",FALSE,"Music Recording Technology",17,2.423,NA,1.965
7007,"Saturn",FALSE,"Fashion Merchandising",18,3.371,NA,2.947
7008,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.996
7009,"Earth",FALSE,"Music Recording Technology",17,4,NA,3.91
7010,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.987
7011,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7012,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7013,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.262
7014,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,4,NA,3.89
7015,"Saturn",TRUE,"Visual Arts Illustration Spec",20,4,NA,3.671
7016,"Saturn",FALSE,"International Studies",19,4,NA,4
7017,"Jupiter",FALSE,"Transition to Teaching/ARL",19,4,79484.564959617,3.647
7018,"Saturn",FALSE,"International Studies",19,4,NA,3.247
7019,"Saturn",FALSE,"International Studies",18,0,20.5400657321941,0.384
7020,"Saturn",TRUE,"Advanced Manufacturing",17,4,NA,3.822
7021,"Jupiter",TRUE,"Music Recording Technology",37,4,NA,3.951
7022,"Saturn",TRUE,"Exercise Sci/Kinesiology",18,2.905,NA,3.528
7023,"Uranus",FALSE,"Music Recording Technology",16,4,NA,4
7024,"Venus",FALSE,"Atmospheric Sciences",27,3.245,NA,2.63
7025,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.95
7026,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.957
7027,"Uranus",FALSE,"Music Recording Technology",17,4,NA,3.938
7028,"Saturn",FALSE,"International Studies",19,2.971,NA,2.551
7029,"Jupiter",FALSE,"Theatre Arts",19,2.508,NA,3.08
7030,"Jupiter",TRUE,"Music Recording Technology",19,2.21,5774.85009497057,2.06
7031,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.799
7032,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.879
7033,"Jupiter",FALSE,"Visual Arts - Multimedia Spec",25,4,NA,3.962
7034,"Jupiter",FALSE,"Interior Design",19,4,NA,4
7035,"Jupiter",FALSE,"Atmospheric Sciences",19,3.894,NA,3.09
7036,"Saturn",FALSE,"Advanced Manufacturing",19,0,226.159534707444,0
7037,"Jupiter",FALSE,"Web Graphic Design",26,4,NA,4
7038,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.671
7039,"Jupiter",FALSE,"Engineering/Mechanical",28,4,NA,4
7040,"Jupiter",FALSE,"Music Recording Technology",21,0,17.8566764317307,0.01
7041,"Jupiter",TRUE,"Theatre Arts",21,0,11.4759556715641,0
7042,"Saturn",TRUE,"International Studies",30,1.307,141.916521078191,1.089
7043,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7044,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7045,"Jupiter",FALSE,"International Studies",19,0,201.680689518955,0.914
7046,"Earth",FALSE,"Music Recording Technology",18,4,NA,3.456
7047,"Jupiter",FALSE,"Theatre Arts",19,4,29329.2741334219,3.2
7048,"Saturn",TRUE,"Motorcycle & Outdoor Pow Equip",17,1.264,1879.8373849321,1.645
7049,"Jupiter",FALSE,"Social Work",18,4,NA,3.883
7050,"Saturn",FALSE,"Visual Arts Illustration Spec",19,0,13.9652916382769,0
7051,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.826
7052,"Saturn",FALSE,"Comm Health & Leadership",20,0,3.38034307427718,0.04
7053,"Saturn",TRUE,"Marketing Management",19,4,NA,3.923
7054,"Saturn",FALSE,"Music Recording Technology",20,1.637,310.602526555568,1.849
7055,"Saturn",FALSE,"Music Recording Technology",20,2.402,2341.33448704706,2.582
7056,"Saturn",FALSE,"Pre-Medical Health Sciences",20,2.132,11021.6629628167,2.68
7057,"Jupiter",FALSE,"Marketing Management",21,4,NA,3.632
7058,"Uranus",FALSE,"Music Recording Technology",20,4,NA,4
7059,"Jupiter",FALSE,"Music Recording Technology",24,2.735,3475.32961031731,2.208
7060,"Mars",FALSE,"Music Recording Technology",17,4,NA,4
7061,"Jupiter",FALSE,"Auto Collision Repair/Refinish",28,4,NA,4
7062,"Saturn",FALSE,"International Studies",19,4,102885.92545475,3.206
7063,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.599
7064,"Mars",FALSE,"Music Recording Technology",17,4,NA,3.993
7065,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.891
7066,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,4,NA,3.92
7067,"Jupiter",FALSE,"Engr Draft & Manufacture Tech",17,0,36.4340615531915,0.666
7068,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.719
7069,"Saturn",FALSE,"Music Recording Technology",17,0,13.0444263337704,0.426
7070,"Mars",FALSE,"Music Recording Technology",17,3.894,NA,3.504
7071,"Uranus",FALSE,"Advanced Manufacturing",19,0,10.1677642851151,0.005
7072,"Saturn",FALSE,"Music Recording Technology",17,4,182992.798855896,3.871
7073,"Venus",FALSE,"Atmospheric Sciences",21,4,NA,3.896
7074,"Jupiter",FALSE,"Atmospheric Sciences",20,0,56.2012589313809,0.005
7075,"Jupiter",FALSE,"Music Recording Technology",19,3.406,6968.00937117319,2.83
7076,"Saturn",FALSE,"Machining Technology",19,3.55,NA,2.724
7077,"Uranus",FALSE,"Music Recording Technology",33,0,1.2412889355806,0.07
7078,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,3.869
7079,"Jupiter",FALSE,"Fitness Technician",20,0,19.5613378814354,0.399
7080,"Jupiter",FALSE,"Transition to Teaching/ARL",19,0.959,5.17825775862625,0
7081,"Jupiter",FALSE,"Energy Management",18,4,NA,3.902
7082,"Jupiter",FALSE,"Engineering/Electrical",19,4,NA,3.706
7083,"Earth",FALSE,"Engineering/Electrical",18,4,NA,3.679
7084,"Saturn",FALSE,"Fitness Technician",18,4,NA,3.771
7085,"Mars",FALSE,"Music Recording Technology",17,4,NA,3.698
7086,"Jupiter",TRUE,"International Studies",30,4,NA,3.631
7087,"Jupiter",FALSE,"Psychology",23,4,NA,3.974
7088,"Venus",TRUE,"Engineering/Electrical",20,4,NA,2.92
7089,"Saturn",FALSE,"Engineering/Electrical",20,4,NA,4
7090,"Neptune",FALSE,"Visual Arts Illustration Spec",26,0,6.83516326455344,0.014
7091,"Jupiter",FALSE,"Fitness Technician",32,0,7.01227190252041,0.042
7092,"Jupiter",FALSE,"Machining Technology",39,4,NA,3.955
7093,"Jupiter",FALSE,"International Studies",19,4,NA,4
7094,"Jupiter",FALSE,"Marketing Management",20,4,NA,3.937
7095,"Jupiter",FALSE,"Atmospheric Sciences",24,4,NA,3.261
7096,"Neptune",FALSE,"Music Recording Technology",17,4,NA,4
7097,"Uranus",FALSE,"Exercise Sci/Kinesiology",20,4,NA,3.982
7098,"Jupiter",FALSE,"International Studies",18,4,NA,3.874
7099,"Neptune",TRUE,"Engineering/Chemical",23,0,19.0266785119688,0.062
7100,"Jupiter",FALSE,"Music Recording Technology",20,4,NA,3.78
7101,"Saturn",FALSE,"Engineering/Electrical",22,4,NA,4
7102,"Saturn",FALSE,"International Studies",19,4,NA,3.371
7103,"Jupiter",FALSE,"Marketing Management",21,4,NA,3.843
7104,"Jupiter",FALSE,"Engineering/Electrical",18,4,NA,3.206
7105,"Jupiter",FALSE,"Music Recording Technology",17,3.693,NA,3.506
7106,"Jupiter",FALSE,"Theatre Arts",28,3.035,NA,2.677
7107,"Saturn",TRUE,"International Studies",18,1.493,71.2323271271333,0.67
7108,"Jupiter",FALSE,"Engineering/Mechanical",19,4,NA,3.649
7109,"Jupiter",TRUE,"Music Recording Technology",19,3.901,NA,3.16
7110,"Jupiter",FALSE,"Fitness Technician",22,4,NA,4
7111,"Earth",FALSE,"Visual Arts - Design Spec.",20,4,NA,3.944
7112,"Jupiter",FALSE,"Music Recording Technology",33,4,NA,4
7113,"Jupiter",FALSE,"Architectural Technology",21,4,NA,4
7114,"Neptune",FALSE,"Visual Arts Illustration Spec",19,4,NA,3.294
7115,"Saturn",TRUE,"Graphic Communications",19,0,179.907263134911,0.284
7116,"Venus",FALSE,"Visual Arts Illustration Spec",22,4,NA,3.132
7117,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7118,"Neptune",FALSE,"Sociology",18,4,NA,3.83
7119,"Neptune",FALSE,"Electrical, Independent - Appr",30,4,NA,3.954
7120,"Jupiter",TRUE,"Advanced Manufacturing",39,0,6.4187516860789,0
7121,"Neptune",FALSE,"Music Recording Technology",17,4,NA,3.733
7122,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7123,"Saturn",FALSE,"Web Graphic Design",21,0.602,202.296906275913,1.605
7124,"Saturn",TRUE,"American Sign Lang/Interpret",19,4,NA,3.992
7125,"Jupiter",TRUE,"Philosophy Religious Studies",26,4,NA,3.987
7126,"Venus",TRUE,"Visual Arts Illustration Spec",19,0,17.0343138398807,0
7127,"Jupiter",TRUE,"Visual Arts Illustration Spec",19,4,NA,3.864
7128,"Jupiter",FALSE,"International Studies",18,0,16.1731545942787,0.07
7129,"Jupiter",FALSE,"Engineering/Mechanical",18,4,NA,3.918
7130,"Jupiter",FALSE,"General Engineering",18,1.071,390.204306868635,1.482
7131,"Saturn",FALSE,"Visual Arts Illustration Spec",18,4,NA,4
7132,"Jupiter",TRUE,"Paralegal Training",33,4,66826.8625258286,3.768
7133,"Saturn",FALSE,"Surgical Technician",57,4,NA,3.831
7134,"Jupiter",TRUE,"Music Recording Technology",20,4,NA,3.703
7135,"Saturn",FALSE,"Fitness Technician",19,3.261,NA,3.412
7136,"Saturn",FALSE,"International Studies",20,0,7.38768134855611,0
7137,"Jupiter",FALSE,"International Studies",19,4,NA,3.918
7138,"Saturn",FALSE,"Engineering/Electrical",19,2.658,941.22431084936,1.842
7139,"Jupiter",FALSE,"Social Work",18,4,NA,4
7140,"Saturn",FALSE,"Biology",21,0,75.1941967145971,0.029
7141,"Saturn",TRUE,"Music Recording Technology",21,4,NA,4
7142,"Venus",FALSE,"Atmospheric Sciences",22,1.659,861.153558643706,1.834
7143,"Jupiter",TRUE,"Physical Therapist Assistant",27,4,NA,3.837
7144,"Jupiter",FALSE,"Engineering/Electrical",26,4,NA,4
7145,"Jupiter",FALSE,"Engineering/Electrical",22,4,NA,3.127
7146,"Venus",TRUE,"Computer Sci & Info Systems",19,3.774,NA,2.976
7147,"Jupiter",FALSE,"Interdisciplinary Studies",18,4,NA,4
7148,"Saturn",FALSE,"Fitness Technician",18,3.025,223041.261770475,3.582
7149,"Neptune",FALSE,"Music Recording Technology",17,0,7.16964199833427,0.156
7150,"Neptune",TRUE,"International Studies",19,0.006,24.598255309766,0
7151,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.74
7152,"Jupiter",FALSE,"Atmospheric Sciences",20,4,NA,3.533
7153,"Jupiter",FALSE,"Fitness Technician",20,3.741,NA,2.822
7154,"Jupiter",FALSE,"Marketing Management",19,4,NA,3.814
7155,"Venus",FALSE,"Visual Arts Illustration Spec",24,4,NA,3.172
7156,"Saturn",FALSE,"International Studies",26,4,NA,4
7157,"Jupiter",TRUE,"International Studies",22,3.928,NA,2.891
7158,"Jupiter",FALSE,"Economics",28,4,NA,3.884
7159,"Neptune",TRUE,"Music Recording Technology",22,0,8.42339197100409,0
7160,"Saturn",TRUE,"Music Recording Technology",22,0,16.7450964741361,0.02
7161,"Uranus",TRUE,"Atmospheric Sciences",29,4,NA,4
7162,"Saturn",FALSE,"Atmospheric Sciences",25,3.983,21477.2021621674,2.882
7163,"Jupiter",TRUE,"Engineering/Electrical",28,1.442,1839.13639785042,1.793
7164,"Saturn",FALSE,"Machining Technology",20,2.428,NA,2.709
7165,"Jupiter",FALSE,"Fitness Technician",19,4,NA,3.395
7166,"Jupiter",TRUE,"Music Recording Technology",19,3.697,NA,3.355
7167,"Jupiter",FALSE,"Interior Design",18,4,NA,3.293
7168,"Jupiter",FALSE,"International Studies",18,2.676,NA,2.852
7169,"Jupiter",FALSE,"International Studies",18,4,NA,3.992
7170,"Jupiter",FALSE,"Visual Arts Illustration Spec",18,4,NA,4
7171,"Mars",FALSE,"Music Recording Technology",17,4,NA,4
7172,"Jupiter",FALSE,"Music Recording Technology",18,4,NA,3.979
7173,"Mars",FALSE,"Music Recording Technology",17,4,NA,3.855
7174,"Saturn",FALSE,"Music Recording Technology",17,2.967,NA,2.127
7175,"Jupiter",FALSE,"International Studies",19,4,64951.3893582174,3.078
7176,"Neptune",FALSE,"Music Recording Technology",17,3.205,NA,3.283
7177,"Saturn",FALSE,"Engineering/Electrical",20,3.216,NA,2.848
7178,"Jupiter",FALSE,"Atmospheric Sciences",25,4,NA,3.364
7179,"Jupiter",FALSE,"Surgical Technician",26,4,NA,3.94
7180,"Saturn",FALSE,"Visual Arts Illustration Spec",20,2.683,1760.86422621478,1.983
7181,"Saturn",TRUE,"Music Recording Technology",21,4,NA,3.536
7182,"Jupiter",FALSE,"Music Recording Technology",19,0,96.8432557105363,1.115
7183,"Neptune",FALSE,"Music Recording Technology",55,2.285,NA,2.945
7184,"Jupiter",TRUE,"Music Recording Technology",21,4,NA,3.352
7185,"Jupiter",FALSE,"Advanced Manufacturing",19,0,6.77656653563304,0
7186,"Neptune",FALSE,"Music Recording Technology",16,4,NA,4
7187,"Saturn",TRUE,"International Studies",18,0,286.801942920859,0.881
7188,"Jupiter",FALSE,"Music Recording Technology",18,2.747,NA,2.678
7189,"Neptune",FALSE,"Music Recording Technology",16,4,NA,3.985
7190,"Jupiter",FALSE,"International Studies",19,4,NA,3.887
7191,"Saturn",FALSE,"Atmospheric Sciences",18,4,NA,3.791
7192,"Jupiter",FALSE,"Engineering/Electrical",19,4,NA,3.831
7193,"Venus",TRUE,"International Studies",19,4,NA,3.93
7194,"Saturn",TRUE,"Radiologic Technology",19,0.632,101.827955487127,1.141
7195,"Jupiter",FALSE,"International Studies",19,1.886,263.45810764948,1.585
7196,"Uranus",FALSE,"Music Recording Technology",19,4,176526.577392405,3.85
7197,"Earth",FALSE,"Visual Arts Illustration Spec",18,3.866,NA,2.705
7198,"Jupiter",FALSE,"International Studies",18,3.404,16586.8614174727,3.045
7199,"Jupiter",TRUE,"Theatre Arts",18,2.113,NA,1.696
7200,"Jupiter",TRUE,"Business Administration",18,1.406,2429.46401553019,1.829
7201,"Jupiter",FALSE,"English Studies",19,2.029,2649.62201392735,1.451
7202,"Jupiter",FALSE,"International Studies",18,4,NA,3.51
7203,"Saturn",TRUE,"Atmospheric Sciences",24,4,NA,3.906
7204,"Jupiter",FALSE,"Music Recording Technology",18,0,45.1367271348247,0
7205,"Jupiter",FALSE,"General Education",41,4,NA,3.641
7206,"Saturn",TRUE,"Music Recording Technology",28,4,408549.20320538,3.856
7207,"Jupiter",FALSE,"Theatre Arts",19,4,NA,3.921
7208,"Saturn",TRUE,"Writing",25,0,55.4624594604597,0.207
7209,"Saturn",TRUE,"Visual Arts Illustration Spec",20,3.688,NA,3.819
7210,"Jupiter",FALSE,"Surgical Technician",22,4,NA,3.735
7211,"Jupiter",FALSE,"Theatre Arts",19,2.882,NA,3.732
7212,"Saturn",FALSE,"Music Recording Technology",17,4,NA,3.859
7213,"Jupiter",FALSE,"Music Recording Technology",21,4,NA,4
7214,"Jupiter",FALSE,"Engr Draft & Manufacture Tech",20,4,NA,3.708
7215,"Neptune",FALSE,"Music Recording Technology",18,4,NA,4
7216,"Mars",TRUE,"Visual Arts Illustration Spec",23,4,NA,4
7217,"Jupiter",FALSE,"Non-Destructive Testing Tech",20,4,NA,3.527
7218,"Jupiter",FALSE,"Visual Arts Illustration Spec",19,4,NA,3.724
7219,"Jupiter",FALSE,"Music Recording Technology",19,0,10.4534573102857,0.011
7220,"Neptune",FALSE,"Psychology",20,4,NA,3.849
7221,"Jupiter",FALSE,"Music Recording Technology",17,4,NA,4
7222,"Jupiter",FALSE,"Social Work",20,3.691,NA,3.484
7223,"Jupiter",TRUE,"Visual Arts Illustration Spec",31,4,NA,4
7224,"Jupiter",FALSE,"Music Recording Technology",16,4,NA,4
7225,"Jupiter",TRUE,"Visual Arts Illustration Spec",18,3.798,NA,3.355
7226,"Jupiter",TRUE,"International Studies",24,4,NA,3.866
7227,"Jupiter",FALSE,"Construction Management",18,3.938,NA,3.519
7228,"Jupiter",FALSE,"Music Recording Technology",19,4,NA,3.85
7229,"Jupiter",FALSE,"Music Recording Technology",17,3.312,NA,2.725
7230,"Jupiter",FALSE,"Engineering/Electrical",18,2.36,NA,2.729
7231,"Saturn",FALSE,"General Engineering",51,4,NA,3.804
7232,"Jupiter",FALSE,"Anthropology",35,4,NA,3.833
7233,"Neptune",FALSE,"International Studies",27,2.926,NA,3.037
7234,"Jupiter",FALSE,"International Studies",21,0.717,373.754167279628,1.704
7235,"Jupiter",FALSE,"Physical Therapist Assistant",22,4,NA,3.994
